"","id","time","value"
"79","seasonal",1991-10-18 17:19:18,-49.9859981195557
"80","seasonal",1991-10-20 03:02:23,-39.2362702754832
"81","seasonal",1991-10-21 12:45:28,-31.7961176273468
"82","seasonal",1991-10-22 22:28:33,-32.0646054787953
"83","seasonal",1991-10-24 08:11:39,-42.5156237409698
"84","seasonal",1991-10-25 17:54:44,-47.0963699906632
"85","seasonal",1991-10-27 02:37:49,-61.6460314188307
"86","seasonal",1991-10-28 12:20:54,-65.0717679687951
"87","seasonal",1991-10-29 22:04:00,-59.1912578198388
"88","seasonal",1991-10-31 07:47:05,-73.4160756112252
"89","seasonal",1991-11-01 17:30:10,-92.9884221453721
"90","seasonal",1991-11-03 03:13:15,-91.8178194620426
"91","seasonal",1991-11-04 12:56:21,-102.855055877658
"92","seasonal",1991-11-05 22:39:26,-131.184882688436
"93","seasonal",1991-11-07 08:22:31,-117.465277295208
"94","seasonal",1991-11-08 18:05:36,-124.204707358329
"95","seasonal",1991-11-10 03:48:42,-127.895142678835
"96","seasonal",1991-11-11 13:31:47,-118.756385714259
"97","seasonal",1991-11-12 23:14:52,-112.458694855079
"98","seasonal",1991-11-14 08:57:57,-102.973590673447
"99","seasonal",1991-11-15 18:41:03,-102.433129900046
"100","seasonal",1991-11-17 04:24:08,-120.762067707858
"101","seasonal",1991-11-18 14:07:13,-115.280398869085
"102","seasonal",1991-11-19 23:50:19,-106.158749234541
"103","seasonal",1991-11-21 09:33:24,-112.177605466951
"104","seasonal",1991-11-22 19:16:29,-112.336325326683
"105","seasonal",1991-11-24 04:59:34,-116.514269453435
"106","seasonal",1991-11-25 14:42:40,-114.701644084758
"107","seasonal",1991-11-27 00:25:45,-111.572009484289
"108","seasonal",1991-11-28 10:08:50,-119.923855360044
"109","seasonal",1991-11-29 19:51:55,-107.33702820748
"110","seasonal",1991-12-01 05:35:01,-109.111767351425
"111","seasonal",1991-12-02 15:18:06,-116.562898382187
"112","seasonal",1991-12-04 01:01:11,-117.413605091493
"113","seasonal",1991-12-05 10:44:16,-103.703936317021
"114","seasonal",1991-12-06 20:27:22,-94.6193370033373
"115","seasonal",1991-12-08 06:10:27,-88.0336448380342
"116","seasonal",1991-12-09 15:53:32,-67.9564793233061
"117","seasonal",1991-12-11 01:36:37,-71.0698350559017
"118","seasonal",1991-12-12 11:19:43,-73.4724731200944
"119","seasonal",1991-12-13 21:02:48,-67.0307146975919
"120","seasonal",1991-12-15 06:45:53,-73.0925936195676
"121","seasonal",1991-12-16 16:28:58,-71.393692162303
"122","seasonal",1991-12-18 02:12:04,-74.1709470160838
"123","seasonal",1991-12-19 11:55:09,-88.0299069742973
"124","seasonal",1991-12-20 21:38:14,-99.4764106765242
"125","seasonal",1991-12-22 07:21:20,-94.7605799657027
"126","seasonal",1991-12-23 17:04:25,-96.4709444744906
"127","seasonal",1991-12-25 02:47:30,-84.8718950968938
"128","seasonal",1991-12-26 12:30:35,-74.7207512442326
"129","seasonal",1991-12-27 22:13:41,-70.2910296953598
"130","seasonal",1991-12-29 07:56:46,-80.2101871741441
"131","seasonal",1991-12-30 17:39:51,-61.1067624939842
"132","seasonal",1992-01-01 03:22:56,-65.3482457428487
"133","seasonal",1992-01-02 13:06:02,-71.5104204904383
"134","seasonal",1992-01-03 22:49:07,-70.8767282306319
"135","seasonal",1992-01-05 08:32:12,-68.4800009864754
"136","seasonal",1992-01-06 18:15:17,-49.8319787518983
"137","seasonal",1992-01-08 03:58:23,-55.0177377240364
"138","seasonal",1992-01-09 13:41:28,-58.3238730684
"139","seasonal",1992-01-10 23:24:33,-71.855932322548
"140","seasonal",1992-01-12 09:07:38,-49.5269584552672
"141","seasonal",1992-01-13 18:50:44,-38.5283850766192
"142","seasonal",1992-01-15 04:33:49,-43.0361359592347
"143","seasonal",1992-01-16 14:16:54,-50.6348727731575
"144","seasonal",1992-01-18 00:00:00,-59.1211229593107
"145","seasonal",1992-01-19 09:43:05,-61.1398462664692
"146","seasonal",1992-01-20 19:26:10,-65.5209934903103
"147","seasonal",1992-01-22 05:09:15,-59.7129335775967
"148","seasonal",1992-01-23 14:52:21,-63.2462211598925
"149","seasonal",1992-01-25 00:35:26,-67.1665265297264
"150","seasonal",1992-01-26 10:18:31,-62.3316527869941
"151","seasonal",1992-01-27 20:01:36,-58.2465522078174
"152","seasonal",1992-01-29 05:44:42,-56.9385485167393
"153","seasonal",1992-01-30 15:27:47,-55.7871541755781
"154","seasonal",1992-02-01 01:10:52,-53.0791788632606
"155","seasonal",1992-02-02 10:53:57,-58.8973029821566
"156","seasonal",1992-02-03 20:37:03,-48.1825038899172
"157","seasonal",1992-02-05 06:20:08,-39.7276070011901
"158","seasonal",1992-02-06 16:03:13,-27.8292222483737
"159","seasonal",1992-02-08 01:46:18,-24.7324773946296
"160","seasonal",1992-02-09 11:29:24,-14.7726479552916
"161","seasonal",1992-02-10 21:12:29,-13.6529188707978
"162","seasonal",1992-02-12 06:55:34,-12.3590500074928
"163","seasonal",1992-02-13 16:38:39,-6.69751124713184
"164","seasonal",1992-02-15 02:21:45,-7.01059016269638
"165","seasonal",1992-02-16 12:04:50,2.71393576928814
"166","seasonal",1992-02-17 21:47:55,4.16153083078665
"167","seasonal",1992-02-19 07:31:01,12.5185261770364
"168","seasonal",1992-02-20 17:14:06,12.7063585599661
"169","seasonal",1992-02-22 02:57:11,17.0163638393604
"170","seasonal",1992-02-23 12:40:16,13.9856386974363
"171","seasonal",1992-02-24 22:23:22,6.01174417021584
"172","seasonal",1992-02-26 08:06:27,5.66103618266896
"173","seasonal",1992-02-27 17:49:32,8.93641386826674
"174","seasonal",1992-02-29 03:32:37,1.72783242239518
"175","seasonal",1992-03-01 13:15:43,5.34950041641409
"176","seasonal",1992-03-02 22:58:48,6.71932778113287
"177","seasonal",1992-03-04 08:41:53,8.36305835571726
"178","seasonal",1992-03-05 18:24:58,23.3207303665952
"179","seasonal",1992-03-07 04:08:04,25.23162975369
"180","seasonal",1992-03-08 13:51:09,21.1681080960038
"181","seasonal",1992-03-09 23:34:14,38.0744737232834
"182","seasonal",1992-03-11 09:17:19,39.2707012009201
"183","seasonal",1992-03-12 19:00:25,27.7631870704471
"184","seasonal",1992-03-14 04:43:30,19.8322651029897
"185","seasonal",1992-03-15 14:26:35,26.1294583855817
"186","seasonal",1992-03-17 00:09:40,35.280222061636
"187","seasonal",1992-03-18 09:52:46,45.4442475364672
"188","seasonal",1992-03-19 19:35:51,30.6814380550122
"189","seasonal",1992-03-21 05:18:56,27.958483572038
"190","seasonal",1992-03-22 15:02:02,30.0281799594005
"191","seasonal",1992-03-24 00:45:07,17.5958494907053
"192","seasonal",1992-03-25 10:28:12,17.315850145183
"193","seasonal",1992-03-26 20:11:17,18.1984508375958
"194","seasonal",1992-03-28 05:54:23,5.77523992917669
"195","seasonal",1992-03-29 15:37:28,16.1363089705923
"196","seasonal",1992-03-31 01:20:33,22.9478808859013
"197","seasonal",1992-04-01 11:03:38,35.2794274044014
"198","seasonal",1992-04-02 20:46:44,47.5511657558553
"199","seasonal",1992-04-04 06:29:49,31.6508509010156
"200","seasonal",1992-04-05 17:12:54,24.6199815831296
"201","seasonal",1992-04-07 02:55:59,31.1074380843623
"202","seasonal",1992-04-08 12:39:05,26.9467905103386
"203","seasonal",1992-04-09 22:22:10,14.4456519420786
"204","seasonal",1992-04-11 08:05:15,24.7314367410215
"205","seasonal",1992-04-12 17:48:20,37.4431528642731
"206","seasonal",1992-04-14 03:31:26,65.1380492391259
"207","seasonal",1992-04-15 13:14:31,58.3304256474816
"208","seasonal",1992-04-16 22:57:36,62.0546662119773
"209","seasonal",1992-04-18 08:40:41,58.3144644942649
"210","seasonal",1992-04-19 18:23:47,56.816916335852
"211","seasonal",1992-04-21 04:06:52,55.8762237078705
"212","seasonal",1992-04-22 13:49:57,63.2463912153512
"213","seasonal",1992-04-23 23:33:03,50.3258690893097
"214","seasonal",1992-04-25 09:16:08,44.6208520144724
"215","seasonal",1992-04-26 18:59:13,53.2724358064957
"216","seasonal",1992-04-28 04:42:18,54.3430245124387
"217","seasonal",1992-04-29 14:25:24,56.8331190133724
"218","seasonal",1992-05-01 00:08:29,50.069878161481
"219","seasonal",1992-05-02 09:51:34,41.7837500991173
"220","seasonal",1992-05-03 19:34:39,21.3615782143477
"221","seasonal",1992-05-05 05:17:45,1.19960304710576
"222","seasonal",1992-05-06 15:00:50,19.2104284443552
"223","seasonal",1992-05-08 00:43:55,15.526106674543
"224","seasonal",1992-05-09 10:27:00,30.1589759526492
"225","seasonal",1992-05-10 20:10:06,29.8770246118831
"226","seasonal",1992-05-12 05:53:11,51.7329648340484
"227","seasonal",1992-05-13 15:36:16,38.3100714166809
"228","seasonal",1992-05-15 01:19:21,43.6824814950869
"229","seasonal",1992-05-16 11:02:27,31.0769371151228
"230","seasonal",1992-05-17 20:45:32,47.0652111622001
"231","seasonal",1992-05-19 06:28:37,69.9019717359826
"232","seasonal",1992-05-20 16:11:42,62.7325208624843
"233","seasonal",1992-05-22 01:54:48,69.7114362127728
"234","seasonal",1992-05-23 11:37:53,62.1588303377048
"235","seasonal",1992-05-24 21:20:58,68.6653071217239
"236","seasonal",1992-05-26 07:04:04,60.6894189595757
"237","seasonal",1992-05-27 16:47:09,57.8649802433919
"238","seasonal",1992-05-29 02:30:14,68.7078540793951
"239","seasonal",1992-05-30 12:13:19,66.2638154412306
"240","seasonal",1992-05-31 21:56:25,63.2778119131539
"241","seasonal",1992-06-02 07:39:30,77.5942834806045
"242","seasonal",1992-06-03 17:22:35,85.4074816489676
"243","seasonal",1992-06-05 03:05:40,50.9719239272472
"244","seasonal",1992-06-06 12:48:46,58.2628858724554
"245","seasonal",1992-06-07 22:31:51,59.2425047388452
"246","seasonal",1992-06-09 08:14:56,68.4291694384585
"247","seasonal",1992-06-10 17:58:01,76.7370675333192
"248","seasonal",1992-06-12 03:41:07,83.8722641836662
"249","seasonal",1992-06-13 13:24:12,79.3571793056024
"250","seasonal",1992-06-14 23:07:17,91.0701139546158
"251","seasonal",1992-06-16 08:50:22,87.2906792922517
"252","seasonal",1992-06-17 18:33:28,87.1545025405063
"253","seasonal",1992-06-19 04:16:33,85.5487777432694
"254","seasonal",1992-06-20 13:59:38,87.4532855401476
"255","seasonal",1992-06-21 23:42:43,60.1311445393084
"256","seasonal",1992-06-23 09:25:49,49.704864747409
"257","seasonal",1992-06-24 19:08:54,43.3552657605905
"258","seasonal",1992-06-26 04:51:59,62.1881589718975
"259","seasonal",1992-06-27 14:35:05,61.821095628174
"260","seasonal",1992-06-29 00:18:10,52.4829505582765
"261","seasonal",1992-06-30 10:01:15,35.6884551499589
"262","seasonal",1992-07-01 19:44:20,46.8561942094342
"263","seasonal",1992-07-03 05:27:26,52.3125943087555
"264","seasonal",1992-07-04 15:10:31,58.4466512852667
"265","seasonal",1992-07-06 00:53:36,59.0320543867045
"266","seasonal",1992-07-07 10:36:41,61.1429275209732
"267","seasonal",1992-07-08 20:19:47,57.1612294946094
"268","seasonal",1992-07-10 06:02:52,70.9972246108624
"269","seasonal",1992-07-11 15:45:57,87.9539669032352
"270","seasonal",1992-07-13 01:29:02,98.2212377259889
"271","seasonal",1992-07-14 11:12:08,104.327363875638
"272","seasonal",1992-07-15 20:55:13,106.757938971404
"273","seasonal",1992-07-17 06:38:18,111.338482723734
"274","seasonal",1992-07-18 16:21:23,101.619101685961
"275","seasonal",1992-07-20 02:04:29,109.761448854989
"276","seasonal",1992-07-21 11:47:34,113.775576221318
"277","seasonal",1992-07-22 21:30:39,112.508393982299
"278","seasonal",1992-07-24 07:13:44,119.498273610132
"279","seasonal",1992-07-25 16:56:50,113.452901086327
"280","seasonal",1992-07-27 02:39:55,110.295015084184
"281","seasonal",1992-07-28 12:23:00,116.323575290088
"282","seasonal",1992-07-29 22:06:06,137.32296966405
"283","seasonal",1992-07-31 07:49:11,128.563381006626
"284","seasonal",1992-08-01 17:32:16,112.096997222361
"285","seasonal",1992-08-03 03:15:21,113.535241755375
"286","seasonal",1992-08-04 12:58:27,95.5435160043404
"287","seasonal",1992-08-05 22:41:32,98.6284387546863
"288","seasonal",1992-08-07 08:24:37,114.047120018148
"289","seasonal",1992-08-08 18:07:42,112.260932094629
"290","seasonal",1992-08-10 03:50:48,101.182640967932
"291","seasonal",1992-08-11 13:33:53,78.9179823442433
"292","seasonal",1992-08-12 23:16:58,70.3583838815028
"293","seasonal",1992-08-14 09:00:03,63.6623740189333
"294","seasonal",1992-08-15 18:43:09,61.3886134779814
"295","seasonal",1992-08-17 04:26:14,55.2559405411637
"296","seasonal",1992-08-18 14:09:19,11.2991499407856
"297","seasonal",1992-08-19 23:52:24,4.54061263013899
"298","seasonal",1992-08-21 09:35:30,11.3958394733901
"299","seasonal",1992-08-22 19:18:35,-0.198191152962046
"300","seasonal",1992-08-24 05:01:40,1.34988041795736
"301","seasonal",1992-08-25 14:44:45,7.11936691360589
"302","seasonal",1992-08-27 00:27:51,18.733654474835
"303","seasonal",1992-08-28 10:10:56,27.0806489792285
"304","seasonal",1992-08-29 19:54:01,26.7379341139422
"305","seasonal",1992-08-31 05:37:07,18.8649616667952
"306","seasonal",1992-09-01 15:20:12,20.3298991991046
"307","seasonal",1992-09-03 01:03:17,4.67890106275685
"308","seasonal",1992-09-04 10:46:22,2.3751076745226
"309","seasonal",1992-09-05 20:29:28,-14.0116587086093
"310","seasonal",1992-09-07 06:12:33,-14.8417727809372
"311","seasonal",1992-09-08 15:55:38,-7.51353496171204
"312","seasonal",1992-09-10 01:38:43,-2.39754692700677
"313","seasonal",1992-09-11 11:21:49,-14.6818915407905
"314","seasonal",1992-09-12 21:04:54,-9.3408693022482
"315","seasonal",1992-09-14 06:47:59,-14.8478059780031
"316","seasonal",1992-09-15 16:31:04,3.21532203817974
"317","seasonal",1992-09-17 02:14:10,-2.85911499903476
"318","seasonal",1992-09-18 11:57:15,-18.079682161853
"319","seasonal",1992-09-19 21:40:20,-34.5761048535425
"320","seasonal",1992-09-21 07:23:25,-44.1558120772001
"321","seasonal",1992-09-22 17:06:31,-35.048264960455
"322","seasonal",1992-09-24 02:49:36,-23.9671053201232
"323","seasonal",1992-09-25 12:32:41,-36.2254342585811
"324","seasonal",1992-09-26 22:15:46,-36.9167006270886
"325","seasonal",1992-09-28 07:58:52,-51.7635852243343
"326","seasonal",1992-09-29 17:41:57,-47.05588917747
"327","seasonal",1992-10-01 03:25:02,-43.1503221911644
"328","seasonal",1992-10-02 13:08:08,-41.4363603999213
"329","seasonal",1992-10-03 22:51:13,-55.7101783363333
"330","seasonal",1992-10-05 08:34:18,-53.9532388595038
"331","seasonal",1992-10-06 18:17:23,-70.2960325370857
"332","seasonal",1992-10-08 04:00:29,-61.6311096224843
"333","seasonal",1992-10-09 13:43:34,-45.6960112482925
"334","seasonal",1992-10-10 23:26:39,-45.7528136442595
"335","seasonal",1992-10-12 09:09:44,-42.8513148772953
"336","seasonal",1992-10-13 18:52:50,-28.8911127953149
"337","seasonal",1992-10-15 04:35:55,-24.7084488869149
"338","seasonal",1992-10-16 14:19:00,-40.0960827009272
"339","seasonal",1992-10-18 00:02:05,-49.7044090580354
"340","seasonal",1992-10-19 09:45:11,-39.0353214389294
"341","seasonal",1992-10-20 19:28:16,-31.4717156520243
"342","seasonal",1992-10-22 05:11:21,-31.814629014425
"343","seasonal",1992-10-23 14:54:26,-42.453572805318
"344","seasonal",1992-10-25 00:37:32,-47.1000924481972
"345","seasonal",1992-10-26 09:20:37,-62.0181561791755
"346","seasonal",1992-10-27 19:03:42,-65.4175247953148
"347","seasonal",1992-10-29 04:46:47,-59.2745718136647
"348","seasonal",1992-10-30 14:29:53,-73.6796927121156
"349","seasonal",1992-11-01 00:12:58,-93.703479964705
"350","seasonal",1992-11-02 09:56:03,-92.5495153419022
"351","seasonal",1992-11-03 19:39:09,-103.888412355719
"352","seasonal",1992-11-05 05:22:14,-133.004811022646
"353","seasonal",1992-11-06 15:05:19,-118.799458678526
"354","seasonal",1992-11-08 00:48:24,-125.749393635872
"355","seasonal",1992-11-09 10:31:30,-129.488722572791
"356","seasonal",1992-11-10 20:14:35,-120.082005141709
"357","seasonal",1992-11-12 05:57:40,-114.025464689165
"358","seasonal",1992-11-13 15:40:45,-104.329598136797
"359","seasonal",1992-11-15 01:23:51,-103.995215331982
"360","seasonal",1992-11-16 11:06:56,-122.62661235441
"361","seasonal",1992-11-17 20:50:01,-117.11026463105
"362","seasonal",1992-11-19 06:33:06,-107.946336450718
"363","seasonal",1992-11-20 16:16:12,-114.093486830837
"364","seasonal",1992-11-22 01:59:17,-114.259307437968
"365","seasonal",1992-11-23 11:42:22,-118.508305311045
"366","seasonal",1992-11-24 21:25:27,-116.249808514774
"367","seasonal",1992-11-26 07:08:33,-113.074215897554
"368","seasonal",1992-11-27 16:51:38,-121.326774034573
"369","seasonal",1992-11-29 02:34:43,-108.639792558296
"370","seasonal",1992-11-30 12:17:48,-110.35638217409
"371","seasonal",1992-12-01 22:00:54,-118.075063227883
"372","seasonal",1992-12-03 07:43:59,-118.88385441976
"373","seasonal",1992-12-04 17:27:04,-105.021643111674
"374","seasonal",1992-12-06 03:10:10,-95.8129059530324
"375","seasonal",1992-12-07 12:53:15,-89.2024005318257
"376","seasonal",1992-12-08 22:36:20,-68.6868265753483
"377","seasonal",1992-12-10 08:19:25,-71.7913598073258
"378","seasonal",1992-12-11 18:02:31,-74.3393088473372
"379","seasonal",1992-12-13 03:45:36,-67.6331855511788
"380","seasonal",1992-12-14 13:28:41,-73.720415718509
"381","seasonal",1992-12-15 23:11:46,-71.9170455929284
"382","seasonal",1992-12-17 08:54:52,-74.7499491258481
"383","seasonal",1992-12-18 18:37:57,-88.9593481732348
"384","seasonal",1992-12-20 04:21:02,-100.702152694537
"385","seasonal",1992-12-21 14:04:07,-95.9492930136034
"386","seasonal",1992-12-22 23:47:13,-97.8176739954134
"387","seasonal",1992-12-24 09:30:18,-85.9410388175695
"388","seasonal",1992-12-25 19:13:23,-75.8225179971088
"389","seasonal",1992-12-27 04:56:28,-71.3976762281421
"390","seasonal",1992-12-28 14:39:34,-81.6932550860453
"391","seasonal",1992-12-30 00:22:39,-62.4893354917682
"392","seasonal",1992-12-31 10:05:44,-66.7107344656891
"393","seasonal",1993-01-01 19:48:49,-72.8780011785652
"394","seasonal",1993-01-03 05:31:55,-72.3375113953778
"395","seasonal",1993-01-04 15:15:00,-69.9733861794473
"396","seasonal",1993-01-06 00:58:05,-50.9307626146845
"397","seasonal",1993-01-07 10:41:11,-56.2191046299699
"398","seasonal",1993-01-08 20:24:16,-59.500281724125
"399","seasonal",1993-01-10 06:07:21,-73.1539931651022
"400","seasonal",1993-01-11 15:50:26,-50.3976565075477
"401","seasonal",1993-01-13 01:33:32,-39.2188572126779
"402","seasonal",1993-01-14 11:16:37,-43.9855946013607
"403","seasonal",1993-01-15 20:59:42,-51.6315842435575
"404","seasonal",1993-01-17 06:42:47,-60.2218726019897
"405","seasonal",1993-01-18 16:25:53,-62.5236434918828
"406","seasonal",1993-01-20 02:08:58,-67.2216865631939
"407","seasonal",1993-01-21 11:52:03,-61.3541843896704
"408","seasonal",1993-01-22 21:35:08,-64.9230902381097
"409","seasonal",1993-01-24 07:18:14,-68.806141971719
"410","seasonal",1993-01-25 17:01:19,-63.7255703755339
"411","seasonal",1993-01-27 02:44:24,-59.4859526795047
"412","seasonal",1993-01-28 12:27:29,-58.1346001046341
"413","seasonal",1993-01-29 22:10:35,-57.1141203475536
"414","seasonal",1993-01-31 07:53:40,-54.4962013206703
"415","seasonal",1993-02-01 17:36:45,-60.5121638002418
"416","seasonal",1993-02-03 03:19:50,-49.7384519343504
"417","seasonal",1993-02-04 13:02:56,-41.060869335484
"418","seasonal",1993-02-05 22:46:01,-29.0889708294601
"419","seasonal",1993-02-07 08:29:06,-25.7657833825494
"420","seasonal",1993-02-08 18:12:12,-15.8851520558339
"421","seasonal",1993-02-10 03:55:17,-14.460919653308
"422","seasonal",1993-02-11 13:38:22,-13.1690624925272
"423","seasonal",1993-02-12 23:21:27,-7.54799292467157
"424","seasonal",1993-02-14 09:04:33,-7.9591551858038
"425","seasonal",1993-02-15 18:47:38,1.96536782735813
"426","seasonal",1993-02-17 04:30:43,3.31694700293044
"427","seasonal",1993-02-18 14:13:48,11.7602246305003
"428","seasonal",1993-02-19 23:56:54,11.9306576909342
"429","seasonal",1993-02-21 09:39:59,16.0743398918747
"430","seasonal",1993-02-22 19:23:04,13.0476500640227
"431","seasonal",1993-02-24 05:06:09,5.08361955665762
"432","seasonal",1993-02-25 14:49:15,4.981165475732
"433","seasonal",1993-02-27 00:32:20,8.08203966043335
"434","seasonal",1993-02-28 10:15:25,0.767605846963074
"435","seasonal",1993-03-01 19:58:30,4.37187452915857
"436","seasonal",1993-03-03 05:41:36,5.71026737607328
"437","seasonal",1993-03-04 15:24:41,7.39870042563926
"438","seasonal",1993-03-06 01:07:46,22.7079616522725
"439","seasonal",1993-03-07 10:50:51,24.5957982403465
"440","seasonal",1993-03-08 20:33:57,20.4940299611226
"441","seasonal",1993-03-10 06:17:02,37.5504683066397
"442","seasonal",1993-03-11 16:00:07,38.7932337436131
"443","seasonal",1993-03-13 01:43:13,27.1379534536573
"444","seasonal",1993-03-14 11:26:18,19.2303032130481
"445","seasonal",1993-03-15 21:09:23,25.8003975267097
"446","seasonal",1993-03-17 06:52:28,35.0735052948181
"447","seasonal",1993-03-18 16:35:34,45.238819952296
"448","seasonal",1993-03-20 02:18:39,30.4440257031176
"449","seasonal",1993-03-21 12:01:44,27.6027174076405
"450","seasonal",1993-03-22 21:44:49,29.8537758943787
"451","seasonal",1993-03-24 07:27:55,17.4777547739778
"452","seasonal",1993-03-25 17:11:00,17.208368923729
"453","seasonal",1993-03-27 02:54:05,17.9367298899106
"454","seasonal",1993-03-28 12:37:10,5.56301182957716
"455","seasonal",1993-03-29 22:20:16,16.2768833671517
"456","seasonal",1993-03-31 08:03:21,22.9383171866296
"457","seasonal",1993-04-01 17:46:26,35.4943668751779
"458","seasonal",1993-04-03 03:29:31,48.0481717532427
"459","seasonal",1993-04-04 14:12:37,31.770152291886
"460","seasonal",1993-04-05 23:55:42,24.8687420038306
"461","seasonal",1993-04-07 09:38:47,31.279962444134
"462","seasonal",1993-04-08 19:21:52,26.91300442094
"463","seasonal",1993-04-10 05:04:58,14.433458185946
"464","seasonal",1993-04-11 14:48:03,24.78528633034
"465","seasonal",1993-04-13 00:31:08,37.7096683638488
"466","seasonal",1993-04-14 10:14:14,65.8150022666832
"467","seasonal",1993-04-15 19:57:19,58.8368238574007
"468","seasonal",1993-04-17 05:40:24,62.4367683482757
"469","seasonal",1993-04-18 15:23:29,58.7906763912817
"470","seasonal",1993-04-20 01:06:35,57.2004874553288
"471","seasonal",1993-04-21 10:49:40,56.184620942235
"472","seasonal",1993-04-22 20:32:45,63.8595939889538
"473","seasonal",1993-04-24 06:15:50,50.8487170574971
"474","seasonal",1993-04-25 15:58:56,44.9360444233983
"475","seasonal",1993-04-27 01:42:01,53.6620444789764
"476","seasonal",1993-04-28 11:25:06,54.9389776102878
"477","seasonal",1993-04-29 21:08:11,57.3245000780373
"478","seasonal",1993-05-01 06:51:17,50.3532323904521
